event_id,origin_time,year,region_name,japanese_region_name,latitude,longitude,depth_km,magnitude,current_station_count,current_max_intensity,current_max_class_index,current_max_class,current_max_station_code,current_max_station_name,current_max_station_epicentral_distance_km,counterfactual_year_end,counterfactual_active_station_count,counterfactual_matched_station_count,counterfactual_matched_fraction,counterfactual_max_intensity,counterfactual_max_class_index,counterfactual_max_class,max_intensity_drop,max_class_drop,match_radius_km,current_nearest_epicentral_distance_km,current_median_epicentral_distance_km,counterfactual_nearest_epicentral_distance_km,counterfactual_median_epicentral_distance_km,counterfactual_match_distance_median_km,counterfactual_match_distance_max_km,analysis_status,counterfactual_max_station_code,counterfactual_max_station_name,counterfactual_max_station_epicentral_distance_km,counterfactual_max_source_station_code,counterfactual_max_source_station_name,counterfactual_max_source_match_distance_km,current_station_count_within_20km,counterfactual_matched_count_within_20km,current_station_count_within_50km,counterfactual_matched_count_within_50km,current_station_count_within_100km,counterfactual_matched_count_within_100km,current_density_national_per_10000km2,counterfactual_active_density_national_per_10000km2,counterfactual_matched_density_national_per_10000km2
i2013_000214,2013-02-02 23:17:35.86,2013,TOKACHI REGION,十勝地方南部,42.702,143.2275,101.95,6.5,1144,5.3,6,5+,1560920,浦幌町桜町＊,38.05350795804181,1994,450,149,0.33111111111111113,4.7,5,5-,0.5999999999999996,1,10.0,6.816887090295461,494.44049139449555,14.81683148498103,426.7148881128661,0.0,9.87369712674877,ok,1560000,帯広市東４条,23.88623054465682,1560000,帯広市東４条,0.0,5,1,18,3,58,14,30.266531201010352,11.905541119278547,3.942056948383341
i2013_000374,2013-02-25 16:23:53.58,2013,NORTHERN TOCHIGI PREF,栃木県北部,36.873666666666665,139.41283333333334,2.84,6.3,784,5.0,6,5+,3100021,日光市湯元＊,8.198471674166964,1994,450,88,0.19555555555555557,4.2,4,4,0.7999999999999998,2,10.0,8.198471674166964,106.69888719300903,16.11556297081727,107.57325009266931,0.0,9.332936167893823,ok,2520531,檜枝岐村下ノ原（旧２）＊,16.11556297081727,2520520,檜枝岐村上河原＊,0.0,6,2,41,8,342,39,20.74209830558751,11.905541119278547,2.328194707770027
i2013_000686,2013-04-13 05:33:17.75,2013,AWAJISHIMA ISLAND REGION,淡路島付近,34.41883333333333,134.829,14.85,6.3,1278,5.5,7,6-,5351232,淡路市郡家＊,5.656714706923048,1994,450,120,0.26666666666666666,4.8,5,5-,0.7000000000000002,2,10.0,4.1958844427854896,134.28724268041995,11.525832468383944,169.8253302563828,0.0,9.582078068650503,ok,5350000,洲本市小路谷,11.525832468383944,5350000,洲本市小路谷,0.0,10,1,72,5,421,24,33.811736778751076,11.905541119278547,3.174810965140946
i2013_000752,2013-04-17 17:57:34.37,2013,NEAR MIYAKEJIMA ISLAND,三宅島近海,34.047333333333334,139.353,9.37,6.2,167,5.4,6,5+,3570012,三宅村役場臨時庁舎,12.197633748865831,1994,450,34,0.07555555555555556,5.4,6,5+,0.0,0,10.0,12.197633748865831,150.52237131390967,15.229949821310209,117.66287882314256,1.6900583791463077,9.932813831398084,ok,3570001,三宅村阿古（旧）,15.229949821310209,3570012,三宅村役場臨時庁舎,3.074566849918794,2,2,8,4,18,9,4.418278593154484,11.905541119278547,0.8995297734566015
i2013_001005,2013-05-18 14:47:59.71,2013,E OFF FUKUSHIMA PREF,福島県沖,37.70916666666667,141.62866666666667,46.34,6.0,1001,5.0,6,5+,2220502,石巻市小渕浜,69.0257799016564,1994,450,113,0.2511111111111111,4.1,4,4,0.9000000000000004,2,10.0,57.42093868052856,229.58137934401782,57.579493163860334,199.5478014501671,0.0,9.546939880518497,ok,2510231,相馬市中村（旧２）＊,63.40518967514601,2510231,相馬市中村（旧２）＊,0.0,0,0,0,0,80,16,26.483214800884056,11.905541119278547,2.989613658841057
i2013_001505,2013-08-04 12:28:50.83,2013,E OFF MIYAGI PREF,宮城県沖,38.16266666666667,141.8025,57.97,6.0,829,5.2,6,5+,2220502,石巻市小渕浜,33.963144270484776,1994,450,95,0.2111111111111111,3.9,4,4,1.3000000000000003,2,10.0,30.517587116730898,217.27862096004955,50.79089619057165,180.53280048948363,0.0,9.328927500626513,ok,2205271,築館通報所,92.26671896490038,2205221,栗原市築館＊,0.0,0,0,4,0,87,9,21.93265241751537,11.905541119278547,2.5133920140699155
i2013_001806,2013-09-20 02:25:08.36,2013,EASTERN FUKUSHIMA PREF,福島県浜通り,37.05133333333333,140.69533333333334,16.69,5.9,941,5.2,6,5+,2510032,いわき市平梅本（旧３）＊,16.684740177102878,1994,450,103,0.2288888888888889,5.2,6,5+,0.0,0,10.0,10.747396881392675,157.3415002968669,16.684740177102878,148.52396426820832,0.0,9.678386303902196,ok,2510031,いわき市平梅本（旧２）＊,16.684740177102878,2510032,いわき市平梅本（旧３）＊,0.0,7,1,58,11,192,34,24.895809318313585,11.905541119278547,2.7250460784126456
i2014_000346,2014-03-14 02:06:50.86,2014,IYONADA SETONAIKAI,伊予灘,33.69166666666667,131.89133333333334,78.04,6.2,1799,5.2,6,5+,6222832,西予市明浜町（旧）＊,65.30063533167646,1994,450,166,0.3688888888888889,4.9,5,5-,0.2999999999999998,1,10.0,20.178838285429745,214.6411308124658,30.739876601073455,243.60734187187856,0.0,9.968585716613935,ok,7040270,防府測候所,51.76930524806197,7040220,防府市西浦＊,1.8428333333332318,0,0,43,2,244,19,47.59570771907135,11.905541119278547,4.391821835111642
i2014_001747,2014-11-22 22:08:17.90,2014,NORTHERN NAGANO PREF,長野県北部,36.69283333333333,137.891,4.59,6.7,1360,5.7,7,6-,4200030,長野市戸隠＊,17.166494265174848,1994,450,140,0.3111111111111111,5.3,6,5+,0.40000000000000036,1,10.0,2.311231346949613,177.18543126662388,27.708863536001424,177.40136952306415,0.0,9.333494411433648,ok,4200000,長野市箱清水,27.708863536001424,4200000,長野市箱清水,0.0,8,0,68,5,230,24,35.98119093826406,11.905541119278547,3.70394612599777
i2015_000179,2015-02-06 10:25:12.44,2015,TOKUSHIMA PREF,徳島県南部,33.733666666666664,134.37033333333332,11.15,5.1,347,5.0,6,5+,6011220,牟岐町中村＊,8.595085550001013,1994,450,41,0.09111111111111111,4.1,4,4,0.9000000000000004,2,10.0,7.3837235478245,93.6748984046949,10.422828630250804,126.61844827519839,0.0,9.717181173413778,ok,6011770,日和佐通報所,15.073162046278737,6011731,美波町奥河内＊,0.0,11,2,55,5,182,15,9.180495040865901,11.905541119278547,1.0847270797564899
i2015_000231,2015-02-17 13:46:39.36,2015,NE OFF IWATE PREF,岩手県沖,40.08533333333333,142.112,49.52,5.7,380,5.2,6,5+,2021931,階上町道仏（旧２）＊,58.3991711601676,1994,450,59,0.13111111111111112,4.0,4,4,1.2000000000000002,2,10.0,21.655227098728155,166.4864584062184,26.874791924421228,193.30904103066493,0.0,8.996561099804168,ok,2120070,好摩通報所,84.14133869926918,2120030,盛岡市渋民＊,1.8428333333332283,0,0,14,2,66,7,10.053568056279662,11.905541119278547,1.560948724527632
i2015_000636,2015-05-13 06:12:58.45,2015,E OFF MIYAGI PREF,宮城県沖,38.862833333333334,142.15016666666668,46.24,6.8,1383,5.3,6,5+,2130100,花巻市大迫町,101.70517161116042,1994,450,156,0.3466666666666667,5.3,6,5+,0.0,0,10.0,43.49090023363306,347.10910819608114,43.799751099334,287.33572642155127,0.0,9.656551673826863,ok,2130100,花巻市大迫町,101.70517161116042,2130100,花巻市大迫町,0.0,0,0,5,2,71,12,36.5896963732494,11.905541119278547,4.12725425468323
i2015_000733,2015-05-30 20:23:02.28,2015,W OFF OGASAWARA,小笠原諸島西方沖,27.860833333333332,140.6825,681.71,8.1,1950,5.1,6,5+,3603930,二宮町中里＊,838.2219591555727,1994,450,240,0.5333333333333333,4.2,4,4,0.8999999999999995,2,10.0,170.51939009436921,958.5315865368132,170.51939009436921,1051.074062472052,0.0,9.868357459596092,ok,3590000,小笠原村父島西町,170.51939009436921,3590000,小笠原村父島西町,0.0,0,0,0,0,0,0,51.59067818354037,11.905541119278547,6.349621930281892
i2015_000951,2015-07-13 02:52:05.94,2015,SOUTHERN OITA PREF,大分県南部,32.992666666666665,131.85516666666666,58.04,5.7,920,5.0,6,5+,7520035,佐伯市鶴見（旧）＊,11.432333163299822,1994,450,92,0.20444444444444446,4.4,4,4,0.5999999999999996,2,10.0,3.536364179338466,146.32864275689548,12.799532955173962,158.52357423116229,0.0,9.725594520478158,ok,6220000,宇和島市住吉町,70.02898164570135,6220000,宇和島市住吉町,0.0,14,1,42,3,166,16,24.340217399413916,11.905541119278547,2.4340217399413917
